id,ein,name,alt_name,system_name,addr,city,state,zip,phone,urban_rural,category,control_type,medicare_termination_status,last_updated,file_name,mrf_url,permalink,transparency_page,additional_notes
140114,,SWEDISH HOSPITAL,Swedish Hospital,NorthShore University Health System,5145 N CALIFORNIA AVE,CHICAGO,IL,60625,7738788200,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140115,,THOREK MEMORIAL HOSPITAL,Thorek Memorial Hospital,,850 W IRVING PARK RD,CHICAGO,IL,60613,7735256780,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140116,36-2338884,NORTHWESTERN MEDICINE MCHENRY HOSPITAL,Northwestern Medicine McHenry Hospital,Northwestern Memorial Medicine,4201 MEDICAL CENTER DRIVE,MCHENRY,IL,60050,8153445000,U,Short Term,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,2023-03-01,36-2338884-northwestern-medicine-mchenry-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/36-2338884-northwestern-medicine-mchenry-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
140117,36-2235165,PRESENCE RESURRECTION MEDICAL CENTER,Ascension Resurrection,Ascension Healthcare,7435 W TALCOTT AVENUE,CHICAGO,IL,60631,7737748000,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,2022-09-30,362235165_amita-health-resurrection-medical-center-chicago_standardcharges.xlsx,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-resurrection-medical-center-chicago_standardcharges.xlsx,,https://healthcare.ascension.org/price-transparency/price-transparency-files,
140118,,METROSOUTH MEDICAL CENTER,,,12935 S GREGORY,BLUE ISLAND,IL,60406,7085972000,U,Short Term,NONPROFIT - CHURCH RELATED,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140119,,RUSH UNIVERSITY MEDICAL CENTER,Rush University Medical Center,Rush University Health,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,3129425000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140120,37-0692351,PEKIN MEMORIAL HOSPITAL,Carle Health Pekin Hospital,Unitypoint Health,600 SOUTH 13TH STREET,PEKIN,IL,61554,3093471151,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-04-26,370692351_carle-health---pekin-hospital_standardcharges.json,https://search.hospitalpriceindex.com/hpi2/machineReadable/UnityPointHealth-Pekin/7952or,,https://www.unitypoint.org/patients-and-visitors/billing-and-financial-information/price-transparency,
140121,,HOPEDALE HOSPITAL,,,107 TREMONT STREET,HOPEDALE,IL,61747,3094493321,U,Short Term,FOR PROFIT - CORPORATION,OTHER-PROVIDER STATUS CHANGE,,,,,,
140122,,ADVENTHEALTH HINSDALE,UChicago Medicine AdventHealth Hinsdale,AdventHealth,120 NORTH OAK ST,HINSDALE,IL,60521,6308569000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140123,,TRINITY MEDICAL CENTER-EAST,,,501 10TH AVE,MOLINE,IL,61265,3097573131,U,Short Term,FOR PROFIT - PARTNERSHIP,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140124,,JOHN H STROGER JR HOSPITAL,"John H. Stroger, Jr. Hospital of Cook County",,1901 W HARRISON ST,CHICAGO,IL,60612,3128646000,U,Short Term,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
140125,,GATEWAY REGIONAL MEDICAL CENTER,Gateway Regional Medical Center,,2100 MADISON AVENUE,GRANITE CITY,IL,62040,6187983000,U,Short Term,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,,,,,,
140126,,COVENANT MEDICAL CTR-CHAMPAIGN CAMPUS,,,407 S 4TH ST,CHAMPAIGN,IL,61820,2173372500,U,Short Term,GOVERNMENT - STATE,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140127,,CARLE BROMENN MEDICAL CENTER,Carle BroMenn Medical Center,Carle Health,1304 FRANKLIN AVENUE,NORMAL,IL,61761,3094541400,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140128,,SAINT JOSEPH HOSPITAL,,,1005 JULIEN ST,BELVIDERE,IL,61008,8155443411,U,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140129,,WABASH GENERAL HOSPITAL DISTRICT,,,1418 COLLEGE DR,MOUNT CARMEL,IL,62863,6182628621,R,Short Term,GOVERNMENT - COUNTY,OTHER-PROVIDER STATUS CHANGE,,,,,,
140130,36-2179779,NORTHWESTERN LAKE FOREST HOSPITAL,Northwestern Medicine Lake Forest Hospital,Northwestern Memorial Medicine,1000 N WESTMORELAND ROAD,LAKE FOREST,IL,60045,8472345600,U,Short Term,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,2023-03-01,36-2179779-northwestern-medicine-lake-forest-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/36-2179779-northwestern-medicine-lake-forest-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
140131,,HENROTIN HOSPITAL,,,111 W OAK ST,CHICAGO,IL,60610,3124407700,U,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140132,,ILLINOIS MASONIC MEDICAL CENTER,,,836 W WELLINGTON,CHICAGO,IL,60657,7739751600,U,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140133,,HOLY CROSS HOSPITAL,Holy Cross Hospital,Sinai Chicago,2701 W 68TH STREET,CHICAGO,IL,60629,7738849000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140134,,FRANK CUNEO MEMORIAL HOSPITAL,,,750 W MONTROSE,CHICAGO,IL,60613,3128837300,U,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140135,,DECATUR MEMORIAL HOSPITAL,Decatur Memorial Hospital,Memorial Health System,2300 NORTH EDWARD STREET,DECATUR,IL,62526,2178768121,U,Short Term,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,,,,,,
140136,,"HOSPITAL OF ENGLEWOOD,THE",,,6001 S GREEN STREET,CHICAGO,IL,60621,9625000,U,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140137,,HSHS HOLY FAMILY HOSPITAL,HSHS Holy Family Hospital,Hospital Sisters Health System,200 HEALTH CARE DR,GREENVILLE,IL,62246,6186641230,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140138,,FAIRFIELD MEMORIAL HOSPITAL,,,N W 11TH ST,FAIRFIELD,IL,62837,6188422611,R,Short Term,FOR PROFIT - PARTNERSHIP,OTHER-PROVIDER STATUS CHANGE,,,,,,
140139,,ILLINI COMMUNITY HOSPITAL,,,640 WEST WASHINGTON ST,PITTSFIELD,IL,62363,2172852113,R,Short Term,FOR PROFIT - CORPORATION,OTHER-PROVIDER STATUS CHANGE,,,,,,
140140,,ST JOSEPH MEMORIAL HOSPITAL,,,800 N 2ND ST,MURPHYSBORO,IL,62966,6186843156,U,Short Term,FOR PROFIT - INDIVIDUAL,OTHER-PROVIDER STATUS CHANGE,,,,,,
140141,,CARLINVILLE AREA HOSPITAL,,,1001 E MORGAN ST,CARLINVILLE,IL,62626,2178543141,U,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140142,,SYCAMORE MUNICIPAL HOSPITAL,,,225 EDWARD STREET,SYCAMORE,IL,60178,8158952144,U,Short Term,GOVERNMENT - STATE,OTHER-PROVIDER STATUS CHANGE,,,,,,
140143,,ST MARGARET'S HEALTH SPRING VALLEY,Saint Margaret's Health-Spring Valley,,600 E 1ST ST,SPRING VALLEY,IL,61362,8156645311,R,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140144,,HARVARD COMMUNITY MEMORIAL HOSPITAL,,,901 GRANT ST,HARVARD,IL,60033,8159435431,U,Short Term,GOVERNMENT - COUNTY,OTHER-PROVIDER STATUS CHANGE,,,,,,
140145,,ST JOSEPHS HOSPITAL,HSHS St. Joseph's Hospital Breese,Hospital Sisters Health System,9515 HOLY CROSS LN,BREESE,IL,62230,6185264511,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140146,,DR JOHN WARNER HOSPITAL,,,422 W WHITE STREET,CLINTON,IL,61727,2179359571,R,Short Term,GOVERNMENT - STATE,OTHER-PROVIDER STATUS CHANGE,,,,,,
140147,,CARLE RICHLAND MEMORIAL HOSPITAL,Carle Richland Memorial Hospital,Carle Health,501 S WEST ST,OLNEY,IL,62450,6183952131,R,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140148,,MEMORIAL MEDICAL CENTER,Springfield Memorial Hospital,Memorial Health System,701 N FIRST ST,SPRINGFIELD,IL,62702,2177883000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140150,,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,University of Illinois Medical Center,,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,3129963900,U,Short Term,NONPROFIT - OTHER,ACTIVE PROVIDER,,,,,,
140151,,SACRED HEART HOSPITAL,,,3240 W FRANKLIN BLVD,CHICAGO,IL,60624,7737223020,U,Short Term,NONPROFIT - CHURCH RELATED,INVOLUNTARY-FAILURE TO MEET HEALTH/SAFETY REQ,,,,,,
140152,,ADVOCATE BETHANY HOSPITAL,,,3435 W VAN BUREN,CHICAGO,IL,60624,7732653588,U,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140153,,CHICAGO CENTER HOSPITAL,,,426 WEST WISCONSIN,CHICAGO,IL,60614,3127514300,U,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140154,,DELNOR COMMUNITY HOSPITAL-ST CHARLES,,,975 N 5TH AVE,SAINT CHARLES,IL,60174,7085843300,U,Short Term,FOR PROFIT - CORPORATION,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140155,36-4195126,PRESENCE ST MARYS HOSPITAL,Ascension Saint Mary- Kankakee,Ascension Healthcare,500 W COURT ST,KANKAKEE,IL,60901,8159372490,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,2022-09-30,364195126_amita-health-st-marys-hospital-kankakee_standardcharges.xlsx,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364195126_amita-health-st-marys-hospital-kankakee_standardcharges.xlsx,,https://healthcare.ascension.org/price-transparency/price-transparency-files,
140156,,ST ANNS HOSPITAL OF CHICAGO INC,,,4950 W THOMAS ST,CHICAGO,IL,60651,3123787100,U,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140157,,PAXTON COMMUNITY HOSPITAL,,,651 E PELLS ST,PAXTON,IL,60957,2173794811,R,Short Term,FOR PROFIT - CORPORATION,VOLUNTARY-OTHER REASON FOR WITHDRAWAL,,,,,,
140158,,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,INSIGHT Hospital and Medical Center Chicago,,2525 S MICHIGAN AVE,CHICAGO,IL,60616,3125672000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140159,,ST MARY HOSPITAL INC,,,1415 VERMONT STREET,QUINCY,IL,62301,2172231200,R,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140160,36-2181997,FHN MEMORIAL HOSPITAL,FHN Memorial Hospital,,1045 WEST STEPHENSON STREET,FREEPORT,IL,61032,8155996000,R,Short Term,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,2023-02-02,362181997_fhn-memorial-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/FHN-IL_V3.aspx,,https://www.fhn.org/estimates-pricing.asp,
140161,,SAINT JAMES HOSPITAL,OSF Saint James-John W. Albrecht Medical Center,OSF Healthcare System,2500 WEST REYNOLDS STREET,PONTIAC,IL,61764,8158422828,R,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140162,,ST JOSEPH MEDICAL CENTER,OSF Saint Joseph Medical Center,OSF Healthcare System,2200 E WASHINGTON,BLOOMINGTON,IL,61701,3096623311,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140163,,SOUTHERN MEDICAL CENTER,,,2020 CEDAR STREET,CAIRO,IL,62914,6187342400,U,Short Term,FOR PROFIT - CORPORATION,INVOLUNTARY-FAILURE TO MEET HEALTH/SAFETY REQ,,,,,,
140164,,MEMORIAL HOSPITAL OF CARBONDALE,Memorial Hospital of Carbondale,Southern Illinois Healthcare,405 W JACKSON,CARBONDALE,IL,62901,6185490721,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140165,,SALEM TOWNSHIP HOSPITAL,,,1201 RICKER DRIVE,SALEM,IL,62881,6185483194,R,Short Term,GOVERNMENT - STATE,OTHER-PROVIDER STATUS CHANGE,,,,,,
140166,,ST MARYS HOSPITAL,HSHS Saint Mary's Hospital,Hospital Sisters Health System,1800 E LAKE SHORE DR,DECATUR,IL,62521,2174642966,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140167,,IROQUOIS MEMORIAL HOSPITAL,Iroquois Memorial Hospital,,200 FAIRMAN STREET,WATSEKA,IL,60970,8154325201,R,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140168,,ST JOSEPHS HOSPITAL,,,1515 MAIN STREET,HIGHLAND,IL,62249,6186547421,U,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140170,,UNION COUNTY HOSPITAL,,,517 N MAIN STREET,ANNA,IL,62906,6188334511,R,Short Term,GOVERNMENT - COUNTY,OTHER-PROVIDER STATUS CHANGE,,,,,,
140171,,HAMILTON MEMORIAL HOSPITAL,,,611 S MARSHALL,MCLEANSBORO,IL,62859,6186432361,R,Short Term,GOVERNMENT - COUNTY,OTHER-PROVIDER STATUS CHANGE,,,,,,
140172,36-2167869,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,Franciscan Health Olympia Fields Campus,Franciscan Health,20201 S CRAWFORD AVENUE,OLYMPIA FIELDS,IL,60461,7087474000,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,2022-05-02,362167869_franciscan-health-olympia-fields_standardcharges.csv,https://media.franciscanhealth.org/-/patient-resources/standard-charges/362167869_franciscan-health-olympia-fields_standardcharges.csv,,https://www.franciscanhealth.org/patient-resources/price-quotes-and-charges,
140173,,MORRISON COMMUNITY HOSPITAL,,,303 N JACKSON STREET,MORRISON,IL,61270,8157724003,R,Short Term,GOVERNMENT - COUNTY,OTHER-PROVIDER STATUS CHANGE,,,,,,
140174,36-4195126,PRESENCE MERCY MEDICAL CENTER,Ascension Mercy in Aurora,Ascension Healthcare,1325 N HIGHLAND AVENUE,AURORA,IL,60506,6308592222,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,2022-09-30,364195126_amita-health-mercy-medical-center-aurora_standardcharges.xlsx,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364195126_amita-health-mercy-medical-center-aurora_standardcharges.xlsx,,https://healthcare.ascension.org/price-transparency/price-transparency-files,
140176,36-2338884,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,Northwestern Medicine Woodstock Hospital,,3701 DOTY ROAD,WOODSTOCK,IL,60098,8157885823,U,Short Term,FOR PROFIT - PARTNERSHIP,"VOLUNTARY-MERGER, CLOSURE",2023-03-01,36-2338884-northwestern-medicine-woodstock-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/36-2338884-northwestern-medicine-woodstock-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
140177,,JACKSON PARK HOSPITAL,Jackson Park Hospital,,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,7739477500,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140178,,WOODLAWN HOSPITAL,,,6060 S DREXEL AVENUE,CHICAGO,IL,60637,3127523300,U,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140179,,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,OSF Little Company of Mary Medical Center,OSF Healthcare System,2800 W 95TH ST,EVERGREEN PARK,IL,60805,7084226200,U,Short Term,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,,,,,,
140180,36-2235165,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,Ascension Saint Mary -Chicago,Ascension Healthcare,2233 W DIVISION ST,CHICAGO,IL,60622,3127702000,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,2022-09-30,362235165_amita-health-saints-mary-and-elizabeth-medical-center-chicago_standardcharges.xlsx,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-saints-mary-and-elizabeth-medical-center-chicago_standardcharges.xlsx,,,
140181,,SOUTH SHORE HOSPITAL,South Shore Hospital,,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,7733565000,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140182,,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,Advocate Illinois Masonic Medical Center,Advocate Aurora Health,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,7739751600,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140184,,HEARTLAND REGIONAL MEDICAL CENTER,Heartland Regional Medical Center,,3333 W DEYOUNG,MARION,IL,62959,6189987000,U,Short Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
140185,37-0635502,MEMORIAL HOSPITAL,Memorial Hospital Belleville,BJC Healthcare,4500 MEMORIAL DRIVE,BELLEVILLE,IL,62226,6182337750,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-04-28,370635502_MemorialHospital_standardcharges.json,https://www.bjc.org/Portals/0/PDF/rates/370635502_MemorialHospital_standardcharges.json,,https://www.bjc.org/For-Patients-Visitors/Financial-Assistance-Billing-Resources/BJC-Hospital-Rates,
140186,,RIVERSIDE MEDICAL CENTER,Riverside Medical Center,,350 N WALL ST,KANKAKEE,IL,60901,8159331671,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140187,,HSHS ST ELIZABETH'S HOSPITAL,"HSHS Saint Elizabeth's Hospital - O'Fallon, IL -",Hospital Sisters Health System,ONE ST ELIZABETH BOULEVARD,O FALLON,IL,62269,6182342120,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140188,,THOMAS H BOYD MEMORIAL HOSPITAL,,,800 SCHOOL STREET,CARROLLTON,IL,62016,2179426946,R,Short Term,FOR PROFIT - CORPORATION,OTHER-PROVIDER STATUS CHANGE,,,,,,
140189,23-7098532,SARAH BUSH LINCOLN HEALTH CENTER,Sarah Bush Lincoln Health Center,,1000 HEALTH CENTER DRIVE P O BOX 372,MATTOON,IL,61938,2172582513,R,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-01-10,237098532_sarah-bush-lincoln-health-center_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/SarahBush_V3.aspx,,https://www.sarahbush.org/onlinebillpay/,
140190,,CRAWFORD MEMORIAL HOSPITAL,,,1000 N ALLEN ST PO BOX 151,ROBINSON,IL,62454,6185443131,R,Short Term,GOVERNMENT - COUNTY,OTHER-PROVIDER STATUS CHANGE,,,,,,
140191,,INGALLS MEMORIAL HOSPITAL,UChicago Medicine Ingalls Memorial,University of Chicago Medicine,1 INGALLS DRIVE,HARVEY,IL,60426,7083332300,U,Short Term,GOVERNMENT - CITY,ACTIVE PROVIDER,,,,,,
140192,,LINCOLN WEST HOSPITAL,,,2544 W MONTROSE AVE,CHICAGO,IL,60618,3122672200,U,Short Term,NONPROFIT - CHURCH RELATED,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140193,,HILLSBORO AREA HOSPITAL,,,1200 TREMONT ST,HILLSBORO,IL,62049,2175326111,R,Short Term,FOR PROFIT - CORPORATION,OTHER-PROVIDER STATUS CHANGE,,,,,,
140197,,METHODIST HOSPITAL OF CHICAGO,Thorek Memorial Hospital Andersonville,,5025 N PAULINA STREET,CHICAGO,IL,60640,7732719040,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140199,,ST FRANCIS HOSPITAL,,,1215 EAST UNION AVENUE,LITCHFIELD,IL,62056,2173242191,R,Short Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140200,,ELMHURST MEMORIAL HOSPITAL,Elmhurst Hospital,Edward Elmhurst Healthcare,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,3312210130,U,Short Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
140202,,ADVOCATE CONDELL MEDICAL CENTER,Advocate Condell Medical Center,Advocate Aurora Health,801 S MILWAUKEE AVE,LIBERTYVILLE,IL,60048,8473622900,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140203,,VALLEY WEST COMMUNITY HOSPITAL,,,11 EAST PLEASANT AVENUE,SANDWICH,IL,60548,8157868484,U,Short Term,FOR PROFIT - CORPORATION,OTHER-PROVIDER STATUS CHANGE,,,,,,
140204,,MOLINE PUBLIC HOSPITAL,,,635 10TH AVE,MOLINE,IL,61265,3097573131,U,Short Term,GOVERNMENT - STATE,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140205,,SWEDISH AMERICAN MED CTR BELVIDERE,,,1625 S STATE ST,BELVIDERE,IL,61008,8155475441,U,Short Term,NONPROFIT - CHURCH RELATED,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140206,,HUMBOLDT PARK HEALTH,Humboldt Park Health,,1044 N FRANCISCO AVE,CHICAGO,IL,60622,7732928200,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
140207,,LINCOLN PARK HOSPITAL,,,550 W WEBSTER AVE,CHICAGO,IL,60614,7738832000,U,Short Term,FOR PROFIT - PARTNERSHIP,"VOLUNTARY-MERGER, CLOSURE",,,,,,
140208,,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,Advocate Christ Medical Center,Advocate Aurora Health,4440 W 95TH STREET,OAK LAWN,IL,60453,7086848000,U,Short Term,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
140209,37-0661223,METHODIST MEDICAL CENTER OF ILLINOIS,Carle Health Methodist Hospital,Unitypoint Health,221 N E GLEN OAK AVE,PEORIA,IL,61636,3096725522,U,Short Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-04-26,370661223_carle-health---methodist-hospital_standardcharges.json,https://search.hospitalpriceindex.com/hpi2/machineReadable/UnityPointHealth-MethodistHospital/7950or,,https://www.unitypoint.org/patients-and-visitors/billing-and-financial-information/price-transparency,
