id,ein,name,alt_name,system_name,addr,city,state,zip,phone,urban_rural,category,control_type,medicare_termination_status,last_updated,file_name,mrf_url,permalink,transparency_page,additional_notes
141316,,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,Carle Hoopeston Regional Health Center,Carle Health,701 EAST ORANGE STREET,HOOPESTON,IL,60942,2172835531,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141317,,GIBSON COMMUNITY HOSPITAL,Gibson Area Hospital & Health Services,,1120 N MELVIN STREET,GIBSON CITY,IL,60936,2177844251,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141318,,OSF HOLY FAMILY MEDICAL CENTER,OSF Holy Family Medical Center,OSF Healthcare System,1000 W HARLEM AVENUE,MONMOUTH,IL,61462,3097343141,R,Critical Access Hospitals,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
141319,,HAMMOND HENRY HOSPITAL,Hammond-Henry Hospital,,600 N COLLEGE AVENUE,GENESEO,IL,61254,3099446431,U,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141320,,PARIS COMMUNITY HOSPITAL,Paris Community Hospital,,721 E COURT STREET,PARIS,IL,61944,2174654141,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141321,,FRANKLIN HOSPITAL,Franklin Hospital,,201 BAILEY LANE,BENTON,IL,62812,6184393161,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141322,,ABRAHAM LINCOLN MEMORIAL HOSPITAL,Lincoln Memorial Hospital,Memorial Health System,200 STAHLHUT DRIVE,LINCOLN,IL,62656,2177322161,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141323,,MASSAC MEMORIAL HOSPITAL,Massac Memorial Hospital,,"28 CHICK STREET, PO BOX 850",METROPOLIS,IL,62960,6185242176,R,Critical Access Hospitals,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
141324,,FERRELL HOSPITAL COMMUNITY FOUNDATIONS,Ferrell Hospital,,1201 PINE STREET,ELDORADO,IL,62930,6182733361,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141325,,OSF SAINT LUKE MEDICAL CENTER,OSF Saint Luke Medical Center,OSF Healthcare System,1051 WEST SOUTH STREET,KEWANEE,IL,61443,3098533361,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141326,,HAMILTON MEMORIAL HOSPITAL,Hamilton Memorial Hospital District,,611 S MARSHALL AVENUE,MCLEANSBORO,IL,62859,6186432361,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141327,,WABASH GENERAL HOSPITAL 1,Wabash General Hospital,,1418 COLLEGE DRIVE,MOUNT CARMEL,IL,62863,6182628621,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141328,,HARDIN COUNTY GENERAL HOSPITAL,Hardin County General Hospital,,FERRELL ROAD,ROSICLARE,IL,62982,6182856634,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141329,,MORRISON COMMUNITY HOSPITAL,Morrison Community Hospital,,303 N JACKSON STREET,MORRISON,IL,61270,8157724003,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141330,,HOPEDALE HOSPITAL,Hopedale Medical Complex,,107 TREMONT STREET,HOPEDALE,IL,61747,3094494296,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141331,,MARSHALL BROWNING HOSPITAL,Marshall Browning Hospital,,900 NORTH WASHINGTON STREET,DU QUOIN,IL,62832,6185422146,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141332,37-0661208,HILLSBORO AREA HOSPITAL,Hillsboro Area Hospital,,1200 E TREMONT STREET,HILLSBORO,IL,62049,2175326111,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2022-07-19,370661208_hillsboro-area-hospital_standardcharges.csv,https://apps.para-hcfs.com/PTT/FinalLinks/Hillsboro_V2.aspx,,https://www.hillsboroareahospital.org/patient-billing/hospital-standard-charges/,
141333,,SARAH D CULBERTSON MEMORIAL HOSPITAL,Sarah D. Culbertson Memorial Hospital,,238 SOUTH CONGRESS STREET,RUSHVILLE,IL,62681,2173224321,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141334,,ST JOSEPH MEMORIAL HOSPITAL,SIH Saint Joseph Memorial Hospital,Southern Illinois Healthcare,2 SOUTH HOSPITAL DRIVE,MURPHYSBORO,IL,62966,6186843156,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141335,,MERCY HARVARD HOSPITAL,Mercyhealth Hospital and Medical Center-Harvard,Mercy Health System,901 S GRANT STREET,HARVARD,IL,60033,8159435431,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141336,,ST JOSEPH'S HOSPITAL,HSHS Saint Joseph's Hospital Highland,Hospital Sisters Health System,12866 TROXLER AVENUE,HIGHLAND,IL,62249,6186512600,U,Critical Access Hospitals,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
141337,,OSF SAINT CLARE MEDICAL CENTER,OSF Saint Clare Medical Center,OSF Healthcare System,530 PARK AVENUE EAST,PRINCETON,IL,61356,8158752811,R,Critical Access Hospitals,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
141338,,MEMORIAL HOSPITAL,Memorial Hospital,,1900 STATE ST,CHESTER,IL,62233,6188264581,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141339,,TAYLORVILLE MEMORIAL HOSPITAL,Taylorville Memorial Hospital,Memorial Health System,201 EAST PLEASANT STREET,TAYLORVILLE,IL,62568,2178243331,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141340,36-4244337,NORTHWESTERN MEDICINE VALLEY WEST HOSPITAL,Northwestern Medicine Valley West Hospital,Northwestern Memorial Medicine,1301 NORTH MAIN STREET,SANDWICH,IL,60548,8157868484,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2023-03-01,36-4244337-northwestern-medicine-valley-west-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/36-4244337-northwestern-medicine-valley-west-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
141341,,PANA COMMUNITY HOSPITAL,Pana Community Hospital,,101 E NINTH STREET,PANA,IL,62557,2175622131,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141342,,UNION COUNTY HOSPITAL,Union County Hospital,,517 NORTH MAIN STREET,ANNA,IL,62906,6188334511,R,Critical Access Hospitals,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
141343,,CRAWFORD MEMORIAL HOSPITAL,Crawford Memorial Hospital,,1000 NORTH ALLEN STREET,ROBINSON,IL,62454,6185443131,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141344,,LAWRENCE COUNTY MEMORIAL HOSPITAL,Lawrence County Memorial Hospital,,2200 STATE ST,LAWRENCEVILLE,IL,62439,6189431000,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141345,,SALEM TOWNSHIP HOSPITAL,Salem Township Hospital,,1201 RICKER DRIVE,SALEM,IL,62881,6185483194,R,Critical Access Hospitals,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
141346,,FAYETTE COUNTY HOSPITAL,Sarah Bush Lincoln Fayette County Hospital and Long Term Care,,7TH AND TAYLOR,VANDALIA,IL,62471,6182831231,R,Critical Access Hospitals,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,,,,,,
141347,,CARLINVILLE AREA HOSPITAL,Carlinville Area Hospital,,20733 N BROAD STREET,CARLINVILLE,IL,62626,2178543141,U,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
141348,,RED BUD REGIONAL HOSPITAL,Red Bud Regional Hospital,,325 SPRING STREET,RED BUD,IL,62278,6182823831,R,Critical Access Hospitals,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
141349,,SPARTA COMMUNITY HOSPITAL,Sparta Community Hospital,,818 E BROADWAY,SPARTA,IL,62286,6184432177,R,Critical Access Hospitals,GOVERNMENT - COUNTY,ACTIVE PROVIDER,,,,,,
141350,,ST FRANCIS HOSPITAL,HSHS Saint Francis Hospital,Hospital Sisters Health System,1215 FRANCISCAN DR,LITCHFIELD,IL,62056,2173242191,R,Critical Access Hospitals,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,,,,,,
141351,,CLAY COUNTY HOSPITAL,Clay County Hospital,SSM Health,911 STACY BURK DR,FLORA,IL,62839,6186622131,R,Critical Access Hospitals,GOVERNMENT - STATE,ACTIVE PROVIDER,,,,,,
141352,,JACKSONVILLE MEMORIAL HOSPITAL,Jacksonville Memorial Hospital,,1600 W WALNUT ST,JACKSONVILLE,IL,62650,2172459551,R,Critical Access Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
142004,,MARIANJOY REHABILITATION HOSPITAL,,,26 WEST 171 ROOSEVELT ROAD,WHEATON,IL,60189,3126537600,U,Long Term,FOR PROFIT - INDIVIDUAL,VOLUNTARY-OTHER REASON FOR WITHDRAWAL,,,,,,
142006,,KINDRED HOSPITAL - SYCAMORE,Kindred Hospital Sycamore,,225 EDWARD STREET,SYCAMORE,IL,60178,8158952144,U,Long Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
142007,,OAK FOREST HOSPITAL,,,159TH & CICERO AVE,OAK FOREST,IL,60452,7086332000,U,Long Term,GOVERNMENT - STATE,OTHER-PROVIDER STATUS CHANGE,,,,,,
142008,,KINDRED HOSPITAL - CHICAGO,Kindred Hospital Chicago - Northlake,,365 E NORTH AVE,NORTHLAKE,IL,60164,7732672620,U,Long Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
142009,,KINDRED - CHICAGO - LAKESHORE,Kindred Hospital Chicago Lakeshore,,6130 NORTH SHERIDAN ROAD,CHICAGO,IL,60660,7733811222,U,Long Term,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
142010,,RML HEALTH PROVIDERS LIMITED PARTNERSHIP,RML Specialty Hospital Hinsdale,,5601 S COUNTY LINE RD,HINSDALE,IL,60521,6302864123,U,Long Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
142011,36-2235165,PRESENCE HOLY FAMILY MEDICAL CENTER,Ascension Holy Family,,100 NORTH RIVER ROAD,DES PLAINES,IL,60016,8478133176,U,Long Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,2022-09-30,362235165_amita-health-holy-family-medical-center-des-plaines_standardcharges.xlsx,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/362235165_amita-health-holy-family-medical-center-des-plaines_standardcharges.xlsx,,https://healthcare.ascension.org/price-transparency/price-transparency-files,
142012,,ADVOCATE BETHANY HOSPITAL,RML Specialty Hospital Chicago,,3435 WEST VAN BUREN,CHICAGO,IL,60624,7732653588,U,Long Term,FOR PROFIT - INDIVIDUAL,"VOLUNTARY-MERGER, CLOSURE",,,,,,
142013,,GREATER PEORIA SPECIALTY HOSPITAL,OSF HealthCare Transitional Care Hospital,,500 W ROMEO B GARRETT AVENUE,PEORIA,IL,61605,3096801500,U,Long Term,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
142014,,VIBRA HOSPITAL OF SPRINGFIELD,,,701 N WALNUT,SPRINGFIELD,IL,62702,2175281217,U,Long Term,NONPROFIT - CHURCH RELATED,"VOLUNTARY-MERGER, CLOSURE",,,,,,
143025,,SCHWAB REHABILITATION HOSPITAL,Schwab Rehabilitation Hospital,,1401 S CALIFORNIA AVENUE,CHICAGO,IL,60608,7735222010,U,Rehabilitation,FOR PROFIT - CORPORATION,ACTIVE PROVIDER,,,,,,
143026,,SHIRLEY RYAN ABILITYLAB,Shirley Ryan AbilityLab,,355 E ERIE ST,CHICAGO,IL,60611,3122383305,U,Rehabilitation,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
143027,36-2680776,MARIANJOY REHABILITATION CENTER,Marianjoy Rehabilitation Hospital,,26W171 ROOSEVELT ROAD,WHEATON,IL,60187,6309098000,U,Rehabilitation,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,2023-03-01,36-2680776-marianjoy-rehabilitation-hospital-standard-charges.json,https://www.nm.org/-/media/northwestern/resources/patients-and-visitors/billing-and-insurance/chargemaster/36-2680776-marianjoy-rehabilitation-hospital-standard-charges.json,,https://www.nm.org/patients-and-visitors/billing-and-insurance/chargemaster,
143028,,VAN MATRE ENCOMPASS HEALTH REHABILITATION INSTITUT,Van Matre Encompass Health  Rehabilitation Hospital,,950 S MULFORD RD,ROCKFORD,IL,61108,8153818548,U,Rehabilitation,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
143029,,ANDERSON REHABILITATION INSTITUTE,Anderson Rehabilitation Institute,,3402 ANDERSON HEALTHCARE DR,EDWARDSVILLE,IL,62025,6183077900,U,Rehabilitation,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
143030,,THE REHABILITATION INSTITUTE OF SOUTHERN ILLINOIS,The Rehabilitation Institute of Southern Illinois,,2351 FRANK SCOTT PARKWAY EAST,SHILOH,IL,62269,6182006762,U,Rehabilitation,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
143031,,ENCOMPASS HEALTH REHAB INSTITUTE OF LIBERTYVILLE,Encompass Health Rehabilitation Institute of Libertyville,,1201 AMERICAN WAY,LIBERTYVILLE,IL,60048,8473716521,U,Rehabilitation,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
143032,,THE QUAD CITIES REHABILITATION INSTITUTE,The Quad Cities Rehabilitation Institute,,653 52ND AVE,MOLINE,IL,61265,3095813600,U,Rehabilitation,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
143300,,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,Ann & Robert H. Lurie Children's Hospital of Chicago,,"225 E CHICAGO AVE, BOX 140",CHICAGO,IL,60611,3122274000,U,Childrens Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
143301,,LARABIDA CHILDRENS HOSPITAL I,La Rabida Children's Hospital,,E 65TH ST AT LAKE MICHIGAN,CHICAGO,IL,60649,7733636700,U,Childrens Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
143302,,SHRINERS HOSPITAL FOR CHILDREN,Shriners Children's Chicago,,2211 NORTH OAK PARK AVE,CHICAGO,IL,60707,7736225400,U,Childrens Hospitals,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
144002,,ILLINOIS STATE PSYCHIATRIC INSTITUTE,,,1153 NORTH LAVERGENE AVENUE,CHICAGO,IL,60651,7086144000,U,Psychiatric,NONPROFIT - OTHER,"VOLUNTARY-MERGER, CLOSURE",,,,,,
144005,,AURORA CHICAGO LAKESHORE HOSPITAL,,,4840 N MARINE DR,CHICAGO,IL,60640,7738789700,U,Psychiatric,NONPROFIT - CHURCH RELATED,INVOLUNTARY-FAILURE TO MEET AGREEMENT,,,,,,
144009,,RIVEREDGE HOSPITAL,Riveredge Hospital,,8311 WEST ROOSEVELT ROAD,FOREST PARK,IL,60130,7087717000,U,Psychiatric,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
144010,,CHICAGO-READ MENTAL HEALTH CENTER,Chicago-Read Mental Health Center,,4200 N OAK PARK AVE,CHICAGO,IL,60634,7737944000,U,Psychiatric,NONPROFIT - OTHER,ACTIVE PROVIDER,,,,,,
144016,,ALTON MENTAL HEALTH CENTER,Alton Mental Health Center,,4500 COLLEGE AVENUE,ALTON,IL,62002,6184743800,U,Psychiatric,NONPROFIT - OTHER,ACTIVE PROVIDER,,,,,,
144019,,TINLEY PK MENTAL HEALTH CTR,,,7400 W 183RD ST,TINLEY PARK,IL,60477,7086144002,U,Psychiatric,GOVERNMENT - STATE,INVOLUNTARY-FAILURE TO MEET HEALTH/SAFETY REQ,,,,,,
144020,,JOHN J MADDEN MENTAL HLTH CTR,,,1200 S 1ST AVE,HINES,IL,60141,3123459870,U,Psychiatric,NONPROFIT - OTHER,INVOLUNTARY-FAILURE TO MEET HEALTH/SAFETY REQ,,,,,,
144021,,ANDREW MCFARLAND MENTAL HLTH CTR,McFarland Mental Health Center,,901 SOUTHWIND RD,SPRINGFIELD,IL,62703,2177866900,U,Psychiatric,NONPROFIT - OTHER,ACTIVE PROVIDER,,,,,,
144022,,GEORGE A ZELLER MENTAL HLTH CTR,,,5407 NORTH UNIVERSITY AVE,PEORIA,IL,61614,3096935228,U,Psychiatric,NONPROFIT - OTHER,"VOLUNTARY-MERGER, CLOSURE",,,,,,
144023,,H DOUGLAS SINGER MENTAL HLTH CTR,,,4402 N MAIN ST,ROCKFORD,IL,61103,8159877096,U,Psychiatric,NONPROFIT - OTHER,"VOLUNTARY-MERGER, CLOSURE",,,,,,
144024,,CPC OLD ORCHARD HOSPITAL,,,9700 KENTON AVENUE,SKOKIE,IL,60076,7086790760,U,Psychiatric,NONPROFIT - CHURCH RELATED,INVOLUNTARY-FAILURE TO MEET AGREEMENT,,,,,,
144025,,CHARTER BEHAVIORAL HLTH SYS CHGO INC,,,4700 N CLARENDON AVE,CHICAGO,IL,60640,3127287100,U,Psychiatric,FOR PROFIT - PARTNERSHIP,"VOLUNTARY-MERGER, CLOSURE",,,,,,
144026,,HARTGROVE HOSPITAL,Hartgrove Behavioral Health System,,5730 W ROOSEVELT ROAD,CHICAGO,IL,60644,7734131700,U,Psychiatric,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
144027,,CHOATE MENTAL HEALTH CENTER,,,1000 NORTH MAIN STREET,ANNA,IL,62906,6188335161,R,Psychiatric,NONPROFIT - OTHER,INVOLUNTARY-FAILURE TO MEET AGREEMENT,,,,,,
144028,,JOHN J MADDEN MENTAL HEALTH CENTER,Madden Mental Health Center,,1200 S FIRST AVE,HINES,IL,60141,7085317202,U,Psychiatric,NONPROFIT - OTHER,ACTIVE PROVIDER,,,,,,
144029,,"PAVILION FOUNDATION, THE",The Pavilion Behavioral Health System,,809 W CHURCH ST,CHAMPAIGN,IL,61820,2173731700,U,Psychiatric,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
144030,,"ROCK CREEK CENTER,THE",,,40 TIMBERLINE DR,LEMONT,IL,60439,6302573636,U,Psychiatric,FOR PROFIT - PARTNERSHIP,"VOLUNTARY-MERGER, CLOSURE",,,,,,
144031,36-4251848,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,Ascension Alexian Brothers Behavioral Health Hospital,,1650 MOON LAKE BLVD,HOFFMAN ESTATES,IL,60169,8478821600,U,Psychiatric,FOR PROFIT - INDIVIDUAL,ACTIVE PROVIDER,2022-09-30,364251848_alexian-brothers-behavioral-health-hospital_standardcharges.xlsx,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364251848_alexian-brothers-behavioral-health-hospital_standardcharges.xlsx,,https://healthcare.ascension.org/price-transparency/price-transparency-files,
144032,,OAKWOOD HOSPITAL OF ROCKFORD,,,5510 E STATE ST,ROCKFORD,IL,61108,8153975500,U,Psychiatric,NONPROFIT - CHURCH RELATED,"VOLUNTARY-MERGER, CLOSURE",,,,,,
144033,,UNIVERSITY HOSPITAL,,,1116 N KEDZIE,CHICAGO,IL,60651,3122765200,U,Psychiatric,NONPROFIT - CHURCH RELATED,"VOLUNTARY-MERGER, CLOSURE",,,,,,
144034,,BHC STREAMWOOD HOSPITAL INC,Streamwood Behavioral Health Center,,1400 E IRVING PARK ROAD,STREAMWOOD,IL,60107,6308379000,U,Psychiatric,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
144035,,LINDEN OAKS HOSPITAL,Linden Oaks Behavioral Health,,852 S WEST STREET,NAPERVILLE,IL,60540,6303055500,U,Psychiatric,FOR PROFIT - PARTNERSHIP,ACTIVE PROVIDER,,,,,,
144036,,MARYVILLE ACADEMY,,,555 WILSON LANE,DES PLAINES,IL,60016,7086354100,U,Psychiatric,NONPROFIT - CHURCH RELATED,VOLUNTARY-OTHER REASON FOR WITHDRAWAL,,,,,,
144037,,ELGIN MENTAL HEALTH CENTER,Elgin Mental Health Center,,750 S STATE ST,ELGIN,IL,60123,8477421040,U,Psychiatric,NONPROFIT - OTHER,ACTIVE PROVIDER,,,,,,
144038,,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,Choate Mental Health & Development Center,,1000 N MAIN ST,ANNA,IL,62906,6188335161,R,Psychiatric,NONPROFIT - OTHER,ACTIVE PROVIDER,,,,,,
144039,,GARFIELD PARK HOSPITAL,Garfield Park Behavioral Hospital,,520 N RIDGEWAY AVE,CHICAGO,IL,60624,7732653700,U,Psychiatric,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
144040,,CHICAGO BEHAVIORAL HOSPITAL,Chicago Behavioral Hospital,,555 WILSON LANE,DES PLAINES,IL,60016,8477685430,U,Psychiatric,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
144041,,SILVER OAKS BEHAVIORAL HOSPITAL,Silver Oaks Behavioral Hospital,,1004 PAWLAK PARKWAY,NEW LENOX,IL,60451,2122435565,U,Psychiatric,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
144042,,LAKE BEHAVIORAL HOSPITAL,Lake Behavioral Hospital,,2615 W WASHINGTON ST,WAUKEGAN,IL,60085,8472493900,U,Psychiatric,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
144043,,MONTROSE BEHAVIORAL HEALTH HOSPITAL,Montrose Behavioral Health Hospital,,4720 N CLARENSON AVENUE,CHICAGO,IL,60640,7738789700,U,Psychiatric,NONPROFIT - CHURCH RELATED,ACTIVE PROVIDER,,,,,,
149801,,UNIVERSITY OF CHICAGO HOSPITALS,,,5841 SOUTH MARYLAND,CHICAGO,IL,60637,7737021000,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,
149802,,LOYOLA UNIVERSITY MEDICAL CENTER,,,2160 SOUTH 1ST AVENUE,MAYWOOD,IL,60153,7082169000,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,
149803,,RUSH UNIVERSITY MEDICAL CENTER,,,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,3129425000,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,
149804,,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,,,"225 E CHICAGO AVENUE, BOX 57",CHICAGO,IL,60611,7738804092,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,
149805,,UNIVERSITY OF ILLINOIS MEDICAL CENTER,,,"1740 WEST TAYLOR, SUITE 1400",CHICAGO,IL,60612,3129963900,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,
149806,,NORTHWESTERN MEMORIAL HOSPITAL,,,251 EAST HURON STREET,CHICAGO,IL,60611,3126951705,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,
149807,,ST FRANCIS MEDICAL CENTER TRANSPLANT,,,530 NE GLEN OAK AVENUE,PEORIA,IL,61637,3096554101,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,
149808,,MEMORIAL MEDICAL CENTER,,,701 NORTH FIRST STREET - TRANSPLANT SERVICES,SPRINGFIELD,IL,62781,2177577886,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,
149809,,ADVOCATE CHRIST MEDICAL CENTER,,,4400 WEST 95TH STREET,OAK LAWN,IL,60453,7086842653,U,Transplant Hospitals,,ACTIVE PROVIDER,,,,,,